,SNumber,Date,Time,DNumber,Dtime,Ptime
86414,2334,01.06.21,15:00:06,88734550766,   01:00,7:26:00
86415,2334,01.06.21,15:01:18,88734550742,   01:00,7:26:00
86416,2334,01.06.21,15:01:36,88734550732,   02:00,7:26:00
86417,2334,01.06.21,15:03:54,88734550767,   01:00,7:26:00
86418,2334,01.06.21,15:04:24,88734550767,   02:00,7:26:00
86419,2334,01.06.21,15:08:18,88734550767,   02:00,7:26:00
86420,2334,01.06.21,15:17:30,88734550767,   01:00,7:26:00
86421,2334,01.06.21,17:31:12,1015778,   01:00,7:26:00
86437,2334,07.07.21,15:04:54,84712584122,   01:00,7:26:00
86438,2334,07.07.21,15:05:48,84712584122,   01:00,7:26:00
86439,2334,07.07.21,15:05:12,84712584122,   01:00,7:26:00
86440,2334,07.07.21,15:07:54,84712584122,   01:00,7:26:00
86441,2334,07.07.21,15:10:54,84712584122,   01:00,7:26:00
86455,2334,22.07.21,17:23:06,88007000667,   03:00,7:26:00
86458,2334,27.07.21,10:08:00,771058,   01:00,7:26:00
86463,2334,29.07.21,15:29:24,88734552025,   01:00,7:26:00
86464,2334,29.07.21,15:29:48,88374721179,   01:00,7:26:00
86465,2334,29.07.21,15:30:48,88374721179,   01:00,7:26:00
86466,2334,03.08.21,16:29:30,889657147731,   03:00,7:26:00
86467,2334,04.08.21,11:25:48,889657147731,   02:00,7:26:00
86468,2334,05.08.21,14:32:00,889659506886,   02:00,7:26:00
86469,2334,09.08.21,16:48:18,89659506886,   01:00,7:26:00
86470,2334,09.08.21,16:49:12,89094758027,   04:00,7:26:00
86474,2334,28.09.21,16:57:36,89286983737,   01:00,7:26:00
86475,2334,28.09.21,16:57:48,89286983737,   04:00,7:26:00
86476,2334,30.09.21,10:28:30,89286983737,   01:00,7:26:00
86477,2334,30.09.21,10:29:54,89286983737,   01:00,7:26:00
86478,2334,07.10.21,15:41:48,89286983737,   01:00,7:26:00
86479,2334,08.10.21,09:10:06,89286983737,   02:00,7:26:00
86480,2334,08.10.21,16:42:30,89286983737,   01:00,7:26:00
86483,2334,15.10.21,15:17:48,89286983737,   01:00,7:26:00
86488,2334,11.11.21,14:40:30,8962644566,   01:00,7:26:00
86489,2334,11.11.21,14:41:48,89586983737,   01:00,7:26:00
86514,2334,26.11.21,14:33:00,1050005,   04:00,7:26:00
86526,2334,30.11.21,09:55:54,89287475162,   01:00,7:26:00
86527,2334,30.11.21,09:56:54,89287475162,   01:00,7:26:00
86528,2334,30.11.21,09:57:42,89604325666,   02:00,7:26:00
86542,2334,22.12.21,14:29:30,1014849,   03:00,7:26:00
86552,2334,12.01.22,11:30:24,1078195,   01:00,7:26:00
86568,2334,26.01.22,17:28:42,89287300989,   03:00,7:26:00
86591,2334,14.02.22,09:51:12,89280907250,   01:00,7:26:00
86606,2334,03.03.22,10:32:54,1015028,   03:00,7:26:00
86618,2334,14.03.22,11:01:42,88734552122,   01:00,7:26:00
86621,2334,14.03.22,13:58:48,884951398071,   01:00,7:26:00
86622,2334,14.03.22,13:58:42,884951398073,   01:00,7:26:00
86623,2334,14.03.22,13:59:30,884951398073,   01:00,7:26:00
86624,2334,14.03.22,14:18:36,1071755,   04:00,7:26:00
86625,2334,14.03.22,14:22:48,1071756,   02:00,7:26:00
86659,2334,05.04.22,09:41:42,1050005,   02:00,7:26:00
86661,2334,07.04.22,10:48:30,89604325666,   02:00,7:26:00
86662,2334,07.04.22,11:31:24,8960432566,   01:00,7:26:00
86663,2334,07.04.22,11:32:30,89604325666,   01:00,7:26:00
86674,2334,12.04.22,15:42:54,1078195,   04:00,7:26:00
86676,2334,12.04.22,16:18:18,1078195,   01:00,7:26:00
86678,2334,12.04.22,16:34:24,1078195,   01:00,7:26:00
86679,2334,12.04.22,16:44:48,1078195,   03:00,7:26:00
86683,2334,14.04.22,17:03:24,89280657361,   04:00,7:26:00
86696,2334,20.04.22,09:17:24,1050005,   03:00,7:26:00
86699,2334,21.04.22,16:22:06,1050005,   02:00,7:26:00
86709,2334,06.05.22,07:03:30,1050005,   02:00,7:26:00
86719,2334,16.05.22,12:49:42,1057704,   04:00,7:26:00
86730,2334,26.05.22,14:28:24,1050005,   02:00,7:26:00
86741,2334,15.06.22,11:09:42,8873455063,   01:00,7:26:00
86742,2334,15.06.22,11:10:24,88734550634,   01:00,7:26:00
86764,2334,04.08.22,08:52:18,89249907777,   01:00,7:26:00
86765,2334,04.08.22,09:49:24,89249907777,   01:00,7:26:00
86766,2334,04.08.22,10:56:48,89249907777,   01:00,7:26:00
86778,2334,19.09.22,14:27:42,1057704,   02:00,7:26:00
86781,2334,21.09.22,09:30:00,1050005,   02:00,7:26:00
86782,2334,21.09.22,11:47:42,1050005,   04:00,7:26:00
86788,2334,23.09.22,10:49:54,949553,   01:00,7:26:00
86789,2334,23.09.22,10:50:12,84955321313,   01:00,7:26:00
86790,2334,23.09.22,10:51:48,884955321313,   01:00,7:26:00
86809,2334,03.10.22,08:10:18,1050005,   04:00,7:26:00
86812,2334,03.10.22,11:43:18,89188172597,   01:00,7:26:00
86830,2334,05.10.22,15:43:36,1050322,   01:00,7:26:00
86846,2334,20.10.22,15:11:42,1050005,   04:00,7:26:00
86849,2334,24.10.22,10:02:24,1050005,   03:00,7:26:00
86856,2334,27.10.22,07:52:00,1015028,   09:00,7:26:00
86887,2334,22.11.23,08:03:36,84959950809,   09:00,7:26:00
86961,2334,13.01.23,07:15:48,1050005,   08:00,7:26:00
86963,2334,13.01.23,11:51:06,1050026,   04:00,7:26:00
86968,2334,18.01.23,11:11:48,1039401,   02:00,7:26:00
86977,2334,22.02.23,07:58:12,1050005,   01:00,7:26:00
87003,2334,05.04.23,11:05:24,89888000253,   01:00,7:26:00
87004,2334,05.04.23,11:42:42,89888000253,   02:00,7:26:00
87005,2334,05.04.23,12:13:36,89888000253,   04:00,7:26:00
87014,2334,14.04.23,14:04:48,1050005,   04:00,7:26:00
87017,2334,19.04.23,10:33:30,1050005,   04:00,7:26:00
87020,2334,02.05.23,08:14:00,1015028,   05:00,7:26:00
87037,2334,18.07.23,11:18:00,889697778409,   03:00,7:26:00
87040,2334,08.08.23,15:00:54,1057704,   03:00,7:26:00
87041,2334,10.08.23,11:40:00,1015028,   00:00,7:26:00
87042,2334,10.08.23,11:40:18,1057704,   01:00,7:26:00
87045,2334,17.08.23,16:13:54,988734,   01:00,7:26:00
87046,2334,17.08.23,16:14:12,88734554531,   01:00,7:26:00
87047,2334,18.08.23,09:40:30,88734554531,   04:00,7:26:00
87051,2334,24.08.23,16:05:48,1014654,   02:00,7:26:00
87052,2334,24.08.23,16:08:06,1014654,   01:00,7:26:00
87062,2334,07.09.23,10:40:18,1014654,   01:00,7:26:00
87077,2334,17.10.23,09:26:42,1050005,   05:00,7:26:00
87079,2334,20.10.23,08:18:54,1050005,   02:00,7:26:00
87080,2334,23.10.23,11:44:06,1050005,   07:00,7:26:00
87101,2334,17.11.23,09:21:00,1039393,   13:00,7:26:00
87102,2334,17.11.23,09:38:06,1039393,   05:00,7:26:00
87105,2334,27.11.23,11:29:36,1078195,   08:00,7:26:00
87108,2334,06.12.23,10:24:00,88734554524,   01:00,7:26:00
87125,2335,11.05.22,12:42:00,8734551159,   00:00,0:18:00
87126,2335,23.05.22,16:46:48,01,   01:00,0:18:00
87127,2335,23.05.22,16:48:00,01,   00:00,0:18:00
87128,2335,23.05.22,16:47:54,01,   01:00,0:18:00
87129,2335,30.05.22,11:01:24,89287273380,   01:00,0:18:00
87166,2335,18.09.23,09:48:12,1050005,   03:00,0:18:00
87167,2335,09.10.23,11:12:54,1050005,   03:00,0:18:00
87169,2335,14.11.23,09:51:24,1050005,   02:00,0:18:00
87170,2335,27.11.23,09:59:30,1050005,   03:00,0:18:00
87171,2335,05.12.23,13:58:54,1050005,   03:00,0:18:00
87173,2336,04.12.19,16:52:18,1050005,   02:00,1:19:00
87181,2336,28.01.20,16:38:18,1050005,   02:00,1:19:00
87185,2336,07.02.20,10:00:42,770534,   02:00,1:19:00
87194,2336,16.07.20,12:09:54,623653,   01:00,1:19:00
87195,2336,16.07.20,12:10:00,624878,   02:00,1:19:00
87196,2336,16.07.20,12:12:36,623653,   03:00,1:19:00
87209,2336,21.12.20,14:58:18,771228,   03:00,1:19:00
87213,2336,01.02.21,14:51:36,1050005,   02:00,1:19:00
87214,2336,01.02.21,14:59:48,1050005,   04:00,1:19:00
87225,2336,21.06.21,14:33:24,1019826,   01:00,1:19:00
87234,2336,14.10.21,14:24:48,770534,   02:00,1:19:00
87235,2336,24.01.22,12:02:18,722453,   02:00,1:19:00
87236,2336,24.01.22,12:06:30,722453,   02:00,1:19:00
87237,2336,24.01.22,12:27:06,722453,   01:00,1:19:00
87238,2336,21.02.22,14:22:36,1050005,   03:00,1:19:00
87240,2336,23.03.22,12:16:30,1050005,   02:00,1:19:00
87241,2336,29.03.22,16:42:24,1050005,   02:00,1:19:00
87242,2336,11.05.22,14:15:54,1050005,   02:00,1:19:00
87243,2336,16.05.22,13:06:12,1050005,   01:00,1:19:00
87244,2336,26.05.22,16:54:36,1050005,   02:00,1:19:00
87245,2336,31.05.22,08:48:00,1050005,   02:00,1:19:00
87246,2336,28.06.22,10:32:54,1050005,   03:00,1:19:00
87247,2336,01.07.22,14:22:48,1050005,   02:00,1:19:00
87260,2336,12.07.22,15:22:06,1050005,   02:00,1:19:00
87261,2336,03.08.22,14:13:18,1050005,   01:00,1:19:00
87262,2336,03.08.22,14:16:24,1050005,   03:00,1:19:00
87263,2336,10.08.22,10:08:42,1050005,   02:00,1:19:00
87264,2336,12.08.22,11:55:00,1050005,   02:00,1:19:00
87265,2336,12.08.22,12:03:30,1050005,   01:00,1:19:00
87275,2336,28.11.23,14:17:12,771057,   01:00,1:19:00
87276,2336,30.12.23,12:02:00,3005116,   00:00,1:19:00
87277,2336,25.01.23,14:25:18,88734771058,   01:00,1:19:00
87278,2336,03.02.23,08:33:00,771423,   01:00,1:19:00
87280,2336,23.03.23,10:50:48,773090,   01:00,1:19:00
87281,2336,23.03.23,10:49:48,773090,   01:00,1:19:00
87287,2336,19.09.23,14:12:24,1050005,   04:00,1:19:00
87288,2336,19.09.23,14:43:36,1050005,   03:00,1:19:00
87289,2336,20.10.23,15:10:30,1025717,   02:00,1:19:00
87290,2336,24.10.23,10:07:54,1025717,   03:00,1:19:00
87291,2336,24.10.23,10:10:12,1025717,   01:00,1:19:00
87294,2336,01.11.23,11:21:12,1025717,   02:00,1:19:00
87299,2339,02.10.20,09:03:12,1015029,   01:00,2:11:00
87300,2339,02.10.20,09:46:48,1050019,   03:00,2:11:00
87301,2339,02.10.20,10:22:18,1050025,   09:00,2:11:00
87302,2339,02.10.20,10:38:24,1050025,   01:00,2:11:00
87303,2339,02.10.20,10:48:24,1050019,   05:00,2:11:00
87304,2339,02.10.20,15:39:06,1050010,   04:00,2:11:00
87311,2339,10.11.20,15:03:00,1059005,   00:00,2:11:00
87312,2339,10.11.20,15:02:30,1050005,   04:00,2:11:00
87317,2339,01.02.21,12:01:18,1050005,   02:00,2:11:00
87320,2339,19.03.21,14:52:54,1050005,   03:00,2:11:00
87321,2339,28.04.21,09:27:36,1038452,   01:00,2:11:00
87322,2339,28.04.21,09:45:00,1038452,   01:00,2:11:00
87323,2339,29.04.21,10:12:54,1060025,   01:00,2:11:00
87324,2339,29.04.21,10:15:00,1038452,   00:00,2:11:00
87325,2339,29.04.21,10:18:00,1035452,   00:00,2:11:00
87326,2339,29.04.21,10:19:42,1038452,   01:00,2:11:00
87327,2339,29.04.21,17:15:18,1038452,   01:00,2:11:00
87328,2339,30.04.21,09:49:42,1038452,   01:00,2:11:00
87329,2339,30.04.21,11:26:36,1038452,   04:00,2:11:00
87333,2339,20.09.21,09:46:00,1050181,   00:00,2:11:00
87334,2339,20.09.21,09:47:00,1028105,   00:00,2:11:00
87335,2339,20.09.21,09:48:00,1050005,   00:00,2:11:00
87336,2339,12.10.21,12:05:12,1050005,   03:00,2:11:00
87337,2339,12.10.21,12:09:12,1050005,   03:00,2:11:00
87338,2339,14.10.21,09:28:18,1050005,   02:00,2:11:00
87339,2339,18.10.21,16:15:00,00,   00:00,2:11:00
87340,2339,18.10.21,16:15:48,00,   01:00,2:11:00
87341,2339,18.10.21,16:16:42,00,   01:00,2:11:00
87342,2339,18.10.21,16:16:12,00,   01:00,2:11:00
87343,2339,18.10.21,16:18:06,1050005,   08:00,2:11:00
87344,2339,10.08.22,14:03:06,1050005,   02:00,2:11:00
87345,2339,10.08.22,14:02:54,08,   03:00,2:11:00
87346,2339,12.10.22,11:25:18,84957295150,   04:00,2:11:00
87348,2339,25.10.22,10:07:18,1050005,   11:00,2:11:00
87350,2339,25.10.22,17:58:30,1016557,   01:00,2:11:00
87351,2339,26.10.22,09:10:36,1050005,   02:00,2:11:00
87356,2339,28.10.22,12:03:06,1050005,   05:00,2:11:00
87358,2339,28.10.22,16:33:24,1050005,   03:00,2:11:00
87360,2339,02.11.22,15:57:54,01,   01:00,2:11:00
87367,2339,14.02.23,11:09:54,01,   01:00,2:11:00
87368,2339,14.02.23,11:09:48,1050005,   07:00,2:11:00
87370,2339,20.03.23,15:58:24,1050005,   03:00,2:11:00
87371,2339,20.03.23,16:09:06,1050005,   05:00,2:11:00
87373,2339,23.03.23,10:06:12,1063210,   01:00,2:11:00
87375,2339,23.03.23,11:21:24,1063210,   02:00,2:11:00
87388,2339,29.05.23,16:58:06,1050319,   04:00,2:11:00
87389,2339,01.06.23,08:45:48,89550799,   01:00,2:11:00
87390,2339,01.06.23,08:50:54,1050005,   01:00,2:11:00
87394,2339,20.06.23,09:10:18,1050005,   02:00,2:11:00
87397,2339,25.07.23,10:50:30,1039451,   02:00,2:11:00
87398,2339,25.07.23,11:29:12,1050005,   03:00,2:11:00
87407,2339,30.08.23,12:51:00,1050005,   04:00,2:11:00
87418,2339,12.09.23,15:17:06,8373122,   01:00,2:11:00
87433,2339,14.11.23,15:07:48,89258122161,   01:00,2:11:00
87494,2340,30.06.20,15:46:54,1019790,   03:00,0:53:00
87495,2340,30.06.20,15:55:06,1019790,   02:00,0:53:00
87507,2340,22.07.20,09:32:42,722043,   01:00,0:53:00
87508,2340,23.07.20,09:24:18,722043,   01:00,0:53:00
87509,2340,23.07.20,09:35:48,722043,   02:00,0:53:00
87510,2340,23.07.20,09:39:12,722043,   03:00,0:53:00
87511,2340,23.07.20,10:17:00,622043,   00:00,0:53:00
87512,2340,23.07.20,10:17:42,722043,   02:00,0:53:00
87514,2340,23.07.20,10:52:12,722043,   02:00,0:53:00
87515,2340,24.07.20,10:39:18,722043,   01:00,0:53:00
87516,2340,24.07.20,10:40:54,722043,   02:00,0:53:00
87518,2340,30.07.20,14:11:42,771081,   02:00,0:53:00
87540,2340,21.08.20,14:44:48,88007076070,   01:00,0:53:00
87543,2340,24.08.20,16:53:00,702043,   00:00,0:53:00
87544,2340,24.08.20,16:53:30,722043,   01:00,0:53:00
87545,2340,25.08.20,12:15:06,722043,   01:00,0:53:00
87640,2340,02.04.21,11:01:12,771227,   02:00,0:53:00
87650,2340,14.04.21,11:24:24,770557,   01:00,0:53:00
87734,2340,29.07.21,11:34:36,721704,   01:00,0:53:00
87735,2340,29.07.21,11:34:18,722043,   01:00,0:53:00
87736,2340,30.07.21,10:31:06,721704,   02:00,0:53:00
87755,2340,13.08.21,10:32:36,1050005,   05:00,0:53:00
87770,2340,02.09.21,11:48:54,721704,   02:00,0:53:00
87771,2340,02.09.21,11:49:48,722043,   02:00,0:53:00
87772,2340,02.09.21,11:52:00,72,   00:00,0:53:00
87773,2340,02.09.21,11:52:00,721704,   00:00,0:53:00
87774,2340,22.09.21,14:47:36,721704,   01:00,0:53:00
87775,2340,22.09.21,14:47:42,722043,   02:00,0:53:00
87776,2340,27.09.21,14:55:18,721704,   01:00,0:53:00
87777,2340,27.09.21,14:56:00,722043,   01:00,0:53:00
87778,2340,30.09.21,12:12:12,1019790,   01:00,0:53:00
87859,2340,12.07.22,09:09:48,773000,   01:00,0:53:00
87865,2340,18.07.22,09:14:54,793006,   01:00,0:53:00
87867,2340,18.07.22,09:29:36,873220801,   01:00,0:53:00
87874,2340,25.08.22,15:51:42,89287269764,   01:00,0:53:00
87888,2340,24.10.22,09:33:54,928730,   01:00,0:53:00
87913,2340,17.03.23,09:47:00,454177,   00:00,0:53:00
87941,2344,22.11.23,13:13:48,636996,   01:00,0:01:00
88046,2345,29.01.20,13:50:36,1018732,   01:00,9:17:00
88097,2345,03.03.20,11:31:42,1050005,   02:00,9:17:00
88117,2345,17.03.20,11:54:48,1017168,   08:00,9:17:00
88121,2345,19.03.20,12:15:54,770980,   01:00,9:17:00
88124,2345,19.03.20,12:19:54,770974,   01:00,9:17:00
88125,2345,19.03.20,12:21:00,770980,   00:00,9:17:00
88127,2345,19.03.20,13:58:42,770980,   01:00,9:17:00
88130,2345,20.03.20,09:38:54,1015750,   04:00,9:17:00
88134,2345,24.03.20,17:49:00,77,   00:00,9:17:00
88135,2345,24.03.20,17:49:48,770980,   01:00,9:17:00
88140,2345,27.03.20,11:33:00,771414,   00:00,9:17:00
88142,2345,27.03.20,16:05:24,1017168,   01:00,9:17:00
88143,2345,02.04.20,12:22:18,771414,   06:00,9:17:00
88144,2345,06.04.20,12:55:42,771414,   01:00,9:17:00
88145,2345,06.04.20,14:01:30,771414,   01:00,9:17:00
88147,2345,06.04.20,16:22:42,771414,   03:00,9:17:00
88148,2345,10.04.20,12:16:18,1016781,   01:00,9:17:00
88156,2345,15.04.20,11:43:36,1074758,   03:00,9:17:00
88157,2345,15.04.20,11:46:30,1073823,   14:00,9:17:00
88202,2345,22.06.20,10:24:24,1050005,   02:00,9:17:00
88221,2345,06.07.20,16:29:48,770980,   01:00,9:17:00
88222,2345,06.07.20,16:30:48,770979,   01:00,9:17:00
88223,2345,06.07.20,16:31:18,770980,   04:00,9:17:00
88224,2345,06.07.20,16:35:36,770974,   01:00,9:17:00
88225,2345,06.07.20,17:04:54,770974,   11:00,9:17:00
88226,2345,06.07.20,17:16:30,770974,   01:00,9:17:00
88227,2345,06.07.20,17:25:12,770974,   02:00,9:17:00
88294,2345,11.09.20,10:48:30,1069934,   01:00,9:17:00
88313,2345,21.10.20,09:48:06,1071603,   03:00,9:17:00
88335,2345,11.11.20,11:51:48,1018032,   01:00,9:17:00
88336,2345,11.11.20,14:43:36,1018032,   13:00,9:17:00
88339,2345,11.11.20,17:57:48,1039970,   04:00,9:17:00
88346,2345,17.11.20,18:05:36,89604837373,   01:00,9:17:00
88347,2345,17.11.20,18:06:42,89604117373,   01:00,9:17:00
88349,2345,18.11.20,10:09:00,84872325177,   00:00,9:17:00
88350,2345,18.11.20,18:51:48,89604837373,   07:00,9:17:00
88351,2345,20.11.20,09:18:36,1018032,   01:00,9:17:00
88356,2345,27.11.20,16:11:30,1078914,   02:00,9:17:00
88357,2345,30.11.20,17:33:48,8551502,   01:00,9:17:00
88359,2345,30.11.20,17:34:48,770980,   01:00,9:17:00
88360,2345,30.11.20,17:35:18,770974,   10:00,9:17:00
88388,2345,22.12.20,16:02:00,770980,   01:00,9:17:00
88389,2345,22.12.20,16:04:54,770974,   02:00,9:17:00
88390,2345,22.12.20,16:09:00,770980,   01:00,9:17:00
88391,2345,22.12.20,16:55:06,770980,   01:00,9:17:00
88398,2345,24.12.20,12:02:48,770980,   02:00,9:17:00
88399,2345,24.12.20,12:05:54,770980,   21:00,9:17:00
88418,2345,19.01.21,09:31:54,8550196,   01:00,9:17:00
88470,2345,11.02.21,12:39:24,1021562,   02:00,9:17:00
88517,2345,15.03.21,14:17:42,1017168,   05:00,9:17:00
88521,2345,15.03.21,17:43:42,1018032,   04:00,9:17:00
88522,2345,16.03.21,10:58:36,1017168,   07:00,9:17:00
88527,2345,18.03.21,10:34:30,89180956658,   02:00,9:17:00
88528,2345,22.03.21,10:30:48,89858184896,   02:00,9:17:00
88529,2345,22.03.21,11:04:00,89858184896,   00:00,9:17:00
88530,2345,22.03.21,11:06:42,89858184896,   01:00,9:17:00
88531,2345,22.03.21,11:07:18,89774407989,   01:00,9:17:00
88532,2345,22.03.21,11:08:18,89774407989,   01:00,9:17:00
88533,2345,22.03.21,11:32:06,89774407989,   06:00,9:17:00
88534,2345,22.03.21,12:27:48,89774407989,   01:00,9:17:00
88535,2345,22.03.21,12:30:54,89774407989,   01:00,9:17:00
88536,2345,22.03.21,12:37:00,89774407989,   00:00,9:17:00
88537,2345,22.03.21,14:50:30,89774407989,   04:00,9:17:00
88549,2345,30.03.21,16:49:00,89207494962,   00:00,9:17:00
88550,2345,30.03.21,16:49:54,89207424962,   05:00,9:17:00
88551,2345,30.03.21,17:52:54,89207424962,   02:00,9:17:00
88556,2345,05.04.21,09:11:24,1069858,   01:00,9:17:00
88582,2345,11.05.21,12:29:36,89774407989,   01:00,9:17:00
88583,2345,14.05.21,09:26:06,1018032,   01:00,9:17:00
88597,2345,26.05.21,17:26:42,770974,   01:00,9:17:00
88602,2345,27.05.21,14:43:54,770974,   09:00,9:17:00
88611,2345,15.06.21,09:57:00,1015048,   00:00,9:17:00
88612,2345,15.06.21,09:57:12,1072143,   19:00,9:17:00
88618,2345,16.06.21,18:04:36,89151108864,   01:00,9:17:00
88619,2345,16.06.21,18:04:54,81072143,   01:00,9:17:00
88626,2345,21.06.21,16:30:48,1072143,   02:00,9:17:00
88633,2345,24.06.21,09:56:36,84872325177,   01:00,9:17:00
88639,2345,01.07.21,11:03:12,89183629241,   09:00,9:17:00
88641,2345,01.07.21,11:19:42,1018008,   02:00,9:17:00
88642,2345,01.07.21,17:33:48,1018008,   05:00,9:17:00
88645,2345,08.07.21,17:31:00,1039977,   02:00,9:17:00
88646,2345,08.07.21,17:33:42,89183629241,   01:00,9:17:00
88647,2345,08.07.21,17:35:42,89183629241,   01:00,9:17:00
88649,2345,14.07.21,11:04:18,89774407989,   03:00,9:17:00
88659,2345,21.07.21,18:15:18,1039547,   06:00,9:17:00
88664,2345,28.07.21,14:07:36,1039547,   03:00,9:17:00
88671,2345,08.09.21,17:57:24,89774407989,   01:00,9:17:00
88673,2345,08.09.21,18:06:12,89774407989,   01:00,9:17:00
88674,2345,08.09.21,18:08:12,89774407989,   01:00,9:17:00
88675,2345,08.09.21,18:09:12,89774407989,   01:00,9:17:00
88676,2345,08.09.21,18:32:54,89774407989,   01:00,9:17:00
88677,2345,13.09.21,18:14:00,89774407989,   00:00,9:17:00
88678,2345,13.09.21,18:15:24,89774407989,   03:00,9:17:00
88685,2345,22.09.21,17:14:30,1019663,   07:00,9:17:00
88686,2345,23.09.21,10:08:12,89207424962,   12:00,9:17:00
88695,2345,28.09.21,14:25:24,1018008,   02:00,9:17:00
88704,2345,05.10.21,11:02:06,1050005,   01:00,9:17:00
88706,2345,05.10.21,12:01:42,1014753,   03:00,9:17:00
88739,2345,10.11.21,11:56:00,89207424962,   00:00,9:17:00
88740,2345,10.11.21,12:07:42,89207424962,   02:00,9:17:00
88752,2345,22.11.21,16:27:00,1039977,   03:00,9:17:00
88785,2345,29.12.21,16:19:54,1050005,   04:00,9:17:00
88786,2345,30.12.21,14:16:36,1050005,   07:00,9:17:00
88787,2345,30.12.21,14:53:54,1050005,   02:00,9:17:00
88788,2345,30.12.21,15:02:00,1050307,   03:00,9:17:00
88789,2345,30.12.21,15:41:48,1050307,   03:00,9:17:00
88795,2345,21.01.22,16:12:36,1018008,   03:00,9:17:00
88796,2345,24.01.22,11:02:18,1018008,   01:00,9:17:00
88797,2345,24.01.22,11:49:36,1026370,   01:00,9:17:00
88798,2345,24.01.22,16:12:18,89287939793,   02:00,9:17:00
88799,2345,24.01.22,16:47:42,89286992626,   01:00,9:17:00
88800,2345,27.01.22,14:00:12,1018008,   02:00,9:17:00
88842,2345,06.04.22,14:25:48,1017168,   02:00,9:17:00
88857,2345,12.04.22,10:34:18,1017168,   02:00,9:17:00
88873,2345,05.05.22,18:12:30,89774407989,   01:00,9:17:00
88879,2345,17.05.22,12:47:18,88734770534,   02:00,9:17:00
88880,2345,17.05.22,12:49:54,89380059510,   01:00,9:17:00
88881,2345,17.05.22,12:58:54,88734770535,   01:00,9:17:00
88882,2345,17.05.22,12:59:54,89380059510,   01:00,9:17:00
88921,2345,24.06.22,09:06:24,770534,   01:00,9:17:00
88923,2345,24.06.22,14:59:54,770534,   02:00,9:17:00
88927,2345,30.06.22,16:56:18,770534,   02:00,9:17:00
88937,2345,18.07.22,10:01:42,89190700250,   04:00,9:17:00
88956,2345,08.08.22,15:28:24,1017059,   09:00,9:17:00
88984,2345,19.09.22,09:19:18,1050005,   01:00,9:17:00
88985,2345,19.09.22,09:20:42,1050005,   05:00,9:17:00
89096,2345,07.11.22,14:54:24,89774407989,   01:00,9:17:00
89097,2345,07.11.22,14:55:00,8977,   00:00,9:17:00
89101,2345,07.11.22,16:25:00,1018032,   03:00,9:17:00
89102,2345,07.11.22,16:33:00,1078914,   03:00,9:17:00
89111,2345,09.11.22,08:56:42,1078914,   04:00,9:17:00
89135,2345,14.11.22,09:01:42,89774407989,   01:00,9:17:00
89136,2345,14.11.22,09:02:24,89774407989,   03:00,9:17:00
89274,2345,20.02.23,09:28:48,1050005,   08:00,9:17:00
89285,2345,02.03.23,13:47:06,1026549,   01:00,9:17:00
89293,2345,03.03.23,19:39:30,1050005,   04:00,9:17:00
89295,2345,09.03.23,14:56:24,1060286,   05:00,9:17:00
89301,2345,23.03.23,19:00:24,1050005,   07:00,9:17:00
89328,2345,22.05.23,15:57:00,1050005,   04:00,9:17:00
89329,2345,22.05.23,16:34:48,1050005,   11:00,9:17:00
89342,2345,30.05.23,13:03:00,8105005,   00:00,9:17:00
89347,2345,02.06.23,16:55:24,89774407989,   01:00,9:17:00
89348,2345,02.06.23,16:57:06,1018014,   02:00,9:17:00
89361,2345,16.06.23,09:13:06,1014139,   02:00,9:17:00
89413,2345,12.09.23,17:41:24,1050005,   04:00,9:17:00
89432,2345,25.09.23,15:30:54,8374505,   08:00,9:17:00
89465,2345,11.10.23,13:55:42,1039996,   03:00,9:17:00
89479,2345,24.10.23,14:11:00,1039996,   00:00,9:17:00
89480,2345,24.10.23,16:44:48,1039996,   01:00,9:17:00
89481,2345,24.10.23,17:23:06,1039996,   05:00,9:17:00
89490,2345,02.11.23,11:58:00,1999,   00:00,9:17:00
89513,2346,09.12.19,17:23:36,1050005,   03:00,1:20:00
89514,2346,10.12.19,11:40:48,1050005,   01:00,1:20:00
89515,2346,10.12.19,11:44:18,1050312,   07:00,1:20:00
89516,2346,11.12.19,15:02:54,1050005,   04:00,1:20:00
89518,2346,30.01.20,12:00:42,1038408,   01:00,1:20:00
89522,2346,06.03.20,13:56:06,1050005,   05:00,1:20:00
89523,2346,13.04.20,11:53:12,1050034,   03:00,1:20:00
89528,2346,21.04.20,11:58:06,1050005,   03:00,1:20:00
89529,2346,23.04.20,09:54:12,1050005,   03:00,1:20:00
89530,2346,08.06.20,10:32:54,1039012,   04:00,1:20:00
89531,2346,15.06.20,13:04:42,1038408,   03:00,1:20:00
89533,2346,09.07.20,09:50:06,1060192,   02:00,1:20:00
89534,2346,16.07.20,17:54:42,1060192,   03:00,1:20:00
89535,2346,08.09.20,13:40:48,1060368,   06:00,1:20:00
89543,2346,25.01.21,10:28:48,1026428,   01:00,1:20:00
89544,2346,25.01.21,10:30:00,1026428,   07:00,1:20:00
89545,2346,01.02.21,09:13:18,1050005,   02:00,1:20:00
89546,2346,01.02.21,10:07:06,1050005,   02:00,1:20:00
89549,2346,06.04.21,11:28:18,1050005,   02:00,1:20:00
89550,2346,26.04.21,09:56:48,1050005,   02:00,1:20:00
89551,2346,27.04.21,09:49:18,1050005,   02:00,1:20:00
89552,2346,30.04.21,14:31:30,1050005,   03:00,1:20:00
